# Simulation 1 (Up to date)
# 786 data points written for 4 variables.
# Simulation warnings:
#   No recovery device defined in the simulation.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²)
# Event SIM_WARN occurred at t=0 seconds: No recovery device defined in the simulation.
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
12.3925,604.2587,-22.444,-7.7231
12.4071,603.9311,-22.5574,-7.8558
12.4243,603.5421,-22.6937,-7.9997
12.4464,603.037,-22.8728,-8.1451
12.4797,602.2718,-23.1459,-8.256
12.5188,601.3596,-23.4691,-8.2334
12.5584,600.4243,-23.7914,-8.027
12.5806,599.8932,-23.9681,-7.8555
12.5978,599.4796,-24.102,-7.7023
12.6126,599.1232,-24.2145,-7.5509
12.6256,598.8068,-24.3121,-7.4107
12.6375,598.5179,-24.3992,-7.2825
12.6485,598.2486,-24.4788,-7.1656
12.6589,597.994,-24.5527,-7.0601
12.6688,597.7506,-24.6221,-6.965
12.6783,597.5161,-24.6879,-6.8801
12.6875,597.2886,-24.7509,-6.805
12.6965,597.0665,-24.8116,-6.7397
12.7052,596.8487,-24.8704,-6.6857
12.7139,596.634,-24.9279,-6.6423
12.7224,596.4215,-24.9843,-6.6081
12.7308,596.2101,-25.04,-6.5831
12.7392,595.9994,-25.0953,-6.5673
12.7476,595.7886,-25.1504,-6.5606
12.756,595.5769,-25.2055,-6.5657
12.7645,595.3635,-25.2611,-6.5809
12.7731,595.147,-25.3176,-6.6049
12.7818,594.9266,-25.3751,-6.6378
12.7906,594.701,-25.4343,-6.6796
12.7998,594.469,-25.4954,-6.7303
12.8092,594.2288,-25.5589,-6.7843
12.8189,593.9796,-25.6253,-6.8472
12.829,593.7191,-25.6952,-6.919
12.8397,593.4443,-25.7695,-6.9998
12.8511,593.151,-25.8495,-7.0894
12.8633,592.8336,-25.937,-7.1868
12.8768,592.4838,-26.0345,-7.293
12.892,592.0874,-26.1462,-7.4074
12.9099,591.6177,-26.28,-7.5248
12.9326,591.0202,-26.4519,-7.6422
12.9664,590.1219,-26.7122,-7.7521
13.0137,588.848,-27.0794,-7.7111
13.0488,587.8937,-27.3471,-7.537
13.0672,587.3898,-27.4845,-7.4172
13.0823,586.9727,-27.596,-7.3101
13.0957,586.6032,-27.6931,-7.2132
13.1079,586.2646,-27.7806,-7.13
13.1194,585.9455,-27.862,-7.0579
13.1303,585.6397,-27.939,-6.9942
13.1409,585.3438,-28.0127,-6.939
13.1512,585.0551,-28.0839,-6.8923
13.1613,584.7713,-28.1532,-6.854
13.1713,584.4906,-28.2213,-6.8241
13.1811,584.2114,-28.2886,-6.8025
13.191,583.9322,-28.3556,-6.7891
13.2009,583.6513,-28.4227,-6.7839
13.2109,583.3675,-28.4904,-6.7863
13.221,583.0792,-28.5591,-6.7968
13.2313,582.7841,-28.6293,-6.8152
13.2419,582.48,-28.7017,-6.8415
13.2529,582.1637,-28.7772,-6.8728
13.2644,581.8324,-28.8564,-6.9041
13.2764,581.4851,-28.9396,-6.9428
13.2891,581.1162,-29.0282,-6.9887
13.3029,580.7176,-29.1244,-7.0428
13.318,580.2755,-29.2316,-7.1085
13.3357,579.7584,-29.3577,-7.1776
13.3578,579.1069,-29.5173,-7.2417
13.39,578.1513,-29.7517,-7.2818
13.4384,576.7035,-30.1032,-7.2262
13.4884,575.1894,-30.46,-7.0288
13.5108,574.5072,-30.6158,-6.9088
13.5285,573.9641,-30.7372,-6.8062
13.5438,573.492,-30.8409,-6.7195
13.5577,573.0621,-30.9339,-6.6408
